 
****************************************
Report : timing
        -path full
        -delay max
        -max_paths 1
Design : Top
Version: R-2020.09-SP5
Date   : Fri May 20 01:52:24 2022
****************************************

 # A fanout number of 1000 was used for high fanout net computations.

Operating Conditions: WCCOM   Library: fsa0m_a_generic_core_ss1p62v125c
Wire Load Model Mode: enclosed

  Startpoint: i_mode (input port clocked by clk)
  Endpoint: aes_top/temp_out_r_reg[119]
            (rising edge-triggered flip-flop clocked by clk)
  Path Group: clk
  Path Type: max

  Des/Clust/Port     Wire Load Model       Library
  aes_top/oneround/sub96/s1/U410/O (MUX2)                 0.29      66.24 f
  aes_top/oneround/sub96/s1/out[1] (SubOneByte_10)        0.00      66.24 f
  aes_top/oneround/sub96/out[81] (SubByte_96)             0.00      66.24 f
  aes_top/oneround/U916/O (AO222)                         0.34      66.58 f
  aes_top/oneround/add/in[17] (AddRoundKey_0)             0.00      66.58 f
  aes_top/oneround/add/U103/O (MAOI1)                     0.18      66.76 r
  aes_top/oneround/add/out[17] (AddRoundKey_0)            0.00      66.76 r
  aes_top/oneround/U434/O (INV1S)                         0.19      66.95 f
  aes_top/oneround/U435/O (MOAI1S)                        0.29      67.24 r
  aes_top/oneround/U437/O (MUX2)                          0.38      67.62 r
  aes_top/oneround/sub96/in[81] (SubByte_96)              0.00      67.62 r
  aes_top/oneround/sub96/s1/in[1] (SubOneByte_10)         0.00      67.62 r
  aes_top/oneround/sub96/s1/U267/O (MUX2)                 0.30      67.92 r
  aes_top/oneround/sub96/s1/U268/O (INV1S)                0.17      68.09 f
  aes_top/oneround/sub96/s1/U273/O (NR2)                  0.48      68.58 r
  aes_top/oneround/sub96/s1/U274/O (INV1S)                0.30      68.88 f
  aes_top/oneround/sub96/s1/U275/O (NR2)                  0.43      69.31 r
  aes_top/oneround/sub96/s1/U278/O (NR3)                  0.35      69.66 f
  aes_top/oneround/sub96/s1/U279/O (AN3S)                 0.33      69.99 f
  aes_top/oneround/sub96/s1/U401/O (ND3)                  0.13      70.12 r
  aes_top/oneround/sub96/s1/U402/O (AOI22S)               0.08      70.20 f
  aes_top/oneround/sub96/s1/U403/O (ND2S)                 0.32      70.52 r
  aes_top/oneround/sub96/s1/m0/in[1] (MultiplyM_10)       0.00      70.52 r
  aes_top/oneround/sub96/s1/m0/U10/O (MOAI1S)             0.23      70.75 r
  aes_top/oneround/sub96/s1/m0/out[5] (MultiplyM_10)      0.00      70.75 r
  aes_top/oneround/sub96/s1/c1/in[5] (AddC_10)            0.00      70.75 r
  aes_top/oneround/sub96/s1/c1/U3/O (INV1S)               0.09      70.83 f
  aes_top/oneround/sub96/s1/c1/out[5] (AddC_10)           0.00      70.83 f
  aes_top/oneround/sub96/s1/U301/O (MUX2)                 0.29      71.12 f
  aes_top/oneround/sub96/s1/out[5] (SubOneByte_10)        0.00      71.12 f
  aes_top/oneround/sub96/out[85] (SubByte_96)             0.00      71.12 f
  aes_top/oneround/U921/O (AO222)                         0.34      71.46 f
  aes_top/oneround/add/in[21] (AddRoundKey_0)             0.00      71.46 f
  aes_top/oneround/add/U5/O (MAOI1)                       0.24      71.70 f
  aes_top/oneround/add/out[21] (AddRoundKey_0)            0.00      71.70 f
  aes_top/oneround/U456/O (INV1S)                         0.20      71.90 r
  aes_top/oneround/U458/O (MOAI1S)                        0.15      72.05 f
  aes_top/oneround/U459/O (MUX2)                          0.38      72.43 f
  aes_top/oneround/sub96/in[85] (SubByte_96)              0.00      72.43 f
  aes_top/oneround/sub96/s1/in[5] (SubOneByte_10)         0.00      72.43 f
  aes_top/oneround/sub96/s1/U363/O (MUX2)                 0.31      72.74 f
  aes_top/oneround/sub96/s1/U364/O (INV1S)                0.18      72.92 r
  aes_top/oneround/sub96/s1/U157/O (NR2)                  0.08      73.00 f
  aes_top/oneround/sub96/s1/U1/O (INV1S)                  0.12      73.12 r
  aes_top/oneround/sub96/s1/U4/O (INV1S)                  0.32      73.44 f
  aes_top/oneround/sub96/s1/U359/O (AOI22S)               0.23      73.67 r
  aes_top/oneround/sub96/s1/U358/O (ND2S)                 0.21      73.88 f
  aes_top/oneround/sub96/s1/m0/in[3] (MultiplyM_10)       0.00      73.88 f
  aes_top/oneround/sub96/s1/m0/U11/O (MOAI1S)             0.33      74.21 f
  aes_top/oneround/sub96/s1/m0/U12/O (MOAI1S)             0.32      74.54 f
  aes_top/oneround/sub96/s1/m0/out[3] (MultiplyM_10)      0.00      74.54 f
  aes_top/oneround/sub96/s1/c1/in[3] (AddC_10)            0.00      74.54 f
  aes_top/oneround/sub96/s1/c1/U7/O (BUF1)                0.18      74.72 f
  aes_top/oneround/sub96/s1/c1/out[3] (AddC_10)           0.00      74.72 f
  aes_top/oneround/sub96/s1/U416/O (MUX2)                 0.27      74.99 f
  aes_top/oneround/sub96/s1/out[3] (SubOneByte_10)        0.00      74.99 f
  aes_top/oneround/sub96/out[83] (SubByte_96)             0.00      74.99 f
  aes_top/oneround/U918/O (AO222)                         0.34      75.33 f
  aes_top/oneround/add/in[19] (AddRoundKey_0)             0.00      75.33 f
  aes_top/oneround/add/U104/O (MAOI1)                     0.18      75.51 r
  aes_top/oneround/add/out[19] (AddRoundKey_0)            0.00      75.51 r
  aes_top/oneround/U138/O (INV1S)                         0.19      75.70 f
  aes_top/oneround/U142/O (MOAI1S)                        1.23      76.93 r
  aes_top/oneround/mix/in[19] (MixColumn)                 0.00      76.93 r
  aes_top/oneround/mix/U472/O (MOAI1S)                    0.27      77.20 f
  aes_top/oneround/mix/U194/O (INV1S)                     0.17      77.38 r
  aes_top/oneround/mix/U195/O (INV1S)                     0.25      77.63 f
  aes_top/oneround/mix/U473/O (MOAI1S)                    0.84      78.47 r
  aes_top/oneround/mix/U474/O (MOAI1S)                    0.49      78.95 f
  aes_top/oneround/mix/U774/O (MOAI1S)                    0.39      79.35 f
  aes_top/oneround/mix/out_inv[6] (MixColumn)             0.00      79.35 f
  aes_top/oneround/U768/O (MOAI1S)                        0.33      79.68 f
  aes_top/oneround/invshift/in[6] (InvShiftRow)           0.00      79.68 f
  aes_top/oneround/invshift/U43/O (BUF1)                  0.18      79.87 f
  aes_top/oneround/invshift/out[38] (InvShiftRow)         0.00      79.87 f
  aes_top/oneround/U419/O (MUX2)                          0.34      80.21 f
  aes_top/oneround/sub96/in[6] (SubByte_96)               0.00      80.21 f
  aes_top/oneround/sub96/s11/in[6] (SubOneByte_0)         0.00      80.21 f
  aes_top/oneround/sub96/s11/m1/in[6] (MultiplyMinv_0)
                                                          0.00      80.21 f
  aes_top/oneround/sub96/s11/m1/U7/O (MOAI1S)             0.58      80.79 r
  aes_top/oneround/sub96/s11/m1/U9/O (MOAI1S)             0.15      80.94 f
  aes_top/oneround/sub96/s11/m1/out[4] (MultiplyMinv_0)
                                                          0.00      80.94 f
  aes_top/oneround/sub96/s11/c0/in[4] (AddCinv_0)         0.00      80.94 f
  aes_top/oneround/sub96/s11/c0/U5/O (BUF1)               0.21      81.15 f
  aes_top/oneround/sub96/s11/c0/out[4] (AddCinv_0)        0.00      81.15 f
  aes_top/oneround/sub96/s11/U443/O (AOI22S)              0.35      81.50 r
  aes_top/oneround/sub96/s11/U444/O (AN2)                 0.35      81.85 r
  aes_top/oneround/sub96/s11/U446/O (ND2S)                0.22      82.08 f
  aes_top/oneround/sub96/s11/U76/O (NR2)                  0.30      82.38 r
  aes_top/oneround/sub96/s11/U174/O (NR2)                 0.13      82.51 f
  aes_top/oneround/sub96/s11/U185/O (AN4B1S)              0.27      82.79 f
  aes_top/oneround/sub96/s11/U353/O (ND3)                 0.15      82.94 r
  aes_top/oneround/sub96/s11/U359/O (AOI22S)              0.11      83.05 f
  aes_top/oneround/sub96/s11/U402/O (ND2S)                0.31      83.36 r
  aes_top/oneround/sub96/s11/m0/in[3] (MultiplyM_0)       0.00      83.36 r
  aes_top/oneround/sub96/s11/m0/U12/O (MOAI1S)            0.19      83.55 f
  aes_top/oneround/sub96/s11/m0/U13/O (MOAI1S)            0.29      83.84 f
  aes_top/oneround/sub96/s11/m0/out[3] (MultiplyM_0)      0.00      83.84 f
  aes_top/oneround/sub96/s11/c1/in[3] (AddC_0)            0.00      83.84 f
  aes_top/oneround/sub96/s11/c1/U6/O (BUF1)               0.21      84.05 f
  aes_top/oneround/sub96/s11/c1/out[3] (AddC_0)           0.00      84.05 f
  aes_top/oneround/sub96/s11/U403/O (MUX2)                0.27      84.33 f
  aes_top/oneround/sub96/s11/out[3] (SubOneByte_0)        0.00      84.33 f
  aes_top/oneround/sub96/out[3] (SubByte_96)              0.00      84.33 f
  aes_top/oneround/U894/O (AO222)                         0.34      84.67 f
  aes_top/oneround/add/in[3] (AddRoundKey_0)              0.00      84.67 f
  aes_top/oneround/add/U100/O (MAOI1)                     0.23      84.90 f
  aes_top/oneround/add/out[3] (AddRoundKey_0)             0.00      84.90 f
  aes_top/oneround/U564/O (INV1S)                         0.21      85.11 r
  aes_top/oneround/U841/O (MOAI1S)                        0.15      85.26 f
  aes_top/oneround/U842/O (MUX2)                          0.39      85.65 f
  aes_top/oneround/sub96/in[3] (SubByte_96)               0.00      85.65 f
  aes_top/oneround/sub96/s11/in[3] (SubOneByte_0)         0.00      85.65 f
  aes_top/oneround/sub96/s11/m1/in[3] (MultiplyMinv_0)
                                                          0.00      85.65 f
  aes_top/oneround/sub96/s11/m1/U10/O (MOAI1S)            0.58      86.24 r
  aes_top/oneround/sub96/s11/m1/U11/O (MOAI1S)            0.21      86.44 r
  aes_top/oneround/sub96/s11/m1/out[6] (MultiplyMinv_0)
                                                          0.00      86.44 r
  aes_top/oneround/sub96/s11/c0/in[6] (AddCinv_0)         0.00      86.44 r
  aes_top/oneround/sub96/s11/c0/U7/O (BUF1)               0.14      86.59 r
  aes_top/oneround/sub96/s11/c0/out[6] (AddCinv_0)        0.00      86.59 r
  aes_top/oneround/sub96/s11/U209/O (MUX2)                0.26      86.84 r
  aes_top/oneround/sub96/s11/U448/O (INV1S)               0.15      87.00 f
  aes_top/oneround/sub96/s11/U22/O (AN2)                  0.25      87.24 f
  aes_top/oneround/sub96/s11/U71/O (ND2S)                 0.39      87.63 r
  aes_top/oneround/sub96/s11/U34/O (INV1S)                0.21      87.84 f
  aes_top/oneround/sub96/s11/U38/O (ND2S)                 0.43      88.27 r
  aes_top/oneround/sub96/s11/U300/O (ND2S)                0.13      88.41 f
  aes_top/oneround/sub96/s11/U303/O (AN4B1S)              0.28      88.69 r
  aes_top/oneround/sub96/s11/U308/O (ND3)                 0.11      88.80 f
  aes_top/oneround/sub96/s11/U323/O (AOI22S)              0.22      89.02 r
  aes_top/oneround/sub96/s11/U409/O (ND2S)                0.21      89.24 f
  aes_top/oneround/sub96/s11/m0/in[4] (MultiplyM_0)       0.00      89.24 f
  aes_top/oneround/sub96/s11/m0/U16/O (MOAI1S)            0.27      89.51 r
  aes_top/oneround/sub96/s11/m0/out[0] (MultiplyM_0)      0.00      89.51 r
  aes_top/oneround/sub96/s11/c1/in[0] (AddC_0)            0.00      89.51 r
  aes_top/oneround/sub96/s11/c1/U1/O (INV1S)              0.09      89.60 f
  aes_top/oneround/sub96/s11/c1/out[0] (AddC_0)           0.00      89.60 f
  aes_top/oneround/sub96/s11/U427/O (MUX2)                0.29      89.89 f
  aes_top/oneround/sub96/s11/out[0] (SubOneByte_0)        0.00      89.89 f
  aes_top/oneround/sub96/out[0] (SubByte_96)              0.00      89.89 f
  aes_top/oneround/U888/O (AO222)                         0.40      90.28 f
  aes_top/oneround/add/in[0] (AddRoundKey_0)              0.00      90.28 f
  aes_top/oneround/add/U31/O (MAOI1)                      0.23      90.52 f
  aes_top/oneround/add/out[0] (AddRoundKey_0)             0.00      90.52 f
  aes_top/oneround/U403/O (INV1S)                         0.21      90.73 r
  aes_top/oneround/U408/O (MOAI1S)                        0.15      90.88 f
  aes_top/oneround/U410/O (MUX2)                          0.38      91.27 f
  aes_top/oneround/sub96/in[0] (SubByte_96)               0.00      91.27 f
  aes_top/oneround/sub96/s11/in[0] (SubOneByte_0)         0.00      91.27 f
  aes_top/oneround/sub96/s11/U210/O (MUX2)                0.33      91.60 f
  aes_top/oneround/sub96/s11/U211/O (ND2S)                0.24      91.83 r
  aes_top/oneround/sub96/s11/U45/O (OR2)                  0.29      92.12 r
  aes_top/oneround/sub96/s11/U346/O (NR2)                 0.12      92.24 f
  aes_top/oneround/sub96/s11/U347/O (NR2)                 0.15      92.40 r
  aes_top/oneround/sub96/s11/U349/O (ND3)                 0.10      92.50 f
  aes_top/oneround/sub96/s11/U417/O (AOI22S)              0.22      92.71 r
  aes_top/oneround/sub96/s11/U394/O (ND2S)                0.21      92.93 f
  aes_top/oneround/sub96/s11/m0/in[0] (MultiplyM_0)       0.00      92.93 f
  aes_top/oneround/sub96/s11/m0/U5/O (MOAI1S)             0.60      93.53 r
  aes_top/oneround/sub96/s11/m0/U8/O (MOAI1S)             0.21      93.74 r
  aes_top/oneround/sub96/s11/m0/out[1] (MultiplyM_0)      0.00      93.74 r
  aes_top/oneround/sub96/s11/c1/in[1] (AddC_0)            0.00      93.74 r
  aes_top/oneround/sub96/s11/c1/U2/O (INV1S)              0.09      93.83 f
  aes_top/oneround/sub96/s11/c1/out[1] (AddC_0)           0.00      93.83 f
  aes_top/oneround/sub96/s11/U410/O (MUX2)                0.29      94.12 f
  aes_top/oneround/sub96/s11/out[1] (SubOneByte_0)        0.00      94.12 f
  aes_top/oneround/sub96/out[1] (SubByte_96)              0.00      94.12 f
  aes_top/oneround/U890/O (AO222)                         0.34      94.46 f
  aes_top/oneround/add/in[1] (AddRoundKey_0)              0.00      94.46 f
  aes_top/oneround/add/U101/O (MAOI1)                     0.18      94.64 r
  aes_top/oneround/add/out[1] (AddRoundKey_0)             0.00      94.64 r
  aes_top/oneround/U414/O (INV1S)                         0.19      94.83 f
  aes_top/oneround/U415/O (MOAI1S)                        0.29      95.12 r
  aes_top/oneround/U417/O (MUX2)                          0.38      95.50 r
  aes_top/oneround/sub96/in[1] (SubByte_96)               0.00      95.50 r
  aes_top/oneround/sub96/s11/in[1] (SubOneByte_0)         0.00      95.50 r
  aes_top/oneround/sub96/s11/U205/O (MUX2)                0.30      95.80 r
  aes_top/oneround/sub96/s11/U207/O (INV1S)               0.17      95.97 f
  aes_top/oneround/sub96/s11/U213/O (NR2)                 0.48      96.46 r
  aes_top/oneround/sub96/s11/U214/O (INV1S)               0.30      96.76 f
  aes_top/oneround/sub96/s11/U215/O (NR2)                 0.43      97.19 r
  aes_top/oneround/sub96/s11/U310/O (AN4B1S)              0.28      97.47 f
  aes_top/oneround/sub96/s11/U311/O (AN3S)                0.32      97.79 f
  aes_top/oneround/sub96/s11/U317/O (ND3)                 0.14      97.93 r
  aes_top/oneround/sub96/s11/U399/O (AOI22S)              0.11      98.03 f
  aes_top/oneround/sub96/s11/U400/O (ND2S)                0.30      98.33 r
  aes_top/oneround/sub96/s11/m0/in[1] (MultiplyM_0)       0.00      98.33 r
  aes_top/oneround/sub96/s11/m0/U10/O (MOAI1S)            0.23      98.56 r
  aes_top/oneround/sub96/s11/m0/out[5] (MultiplyM_0)      0.00      98.56 r
  aes_top/oneround/sub96/s11/c1/in[5] (AddC_0)            0.00      98.56 r
  aes_top/oneround/sub96/s11/c1/U3/O (INV1S)              0.09      98.65 f
  aes_top/oneround/sub96/s11/c1/out[5] (AddC_0)           0.00      98.65 f
  aes_top/oneround/sub96/s11/U301/O (MUX2)                0.29      98.94 f
  aes_top/oneround/sub96/s11/out[5] (SubOneByte_0)        0.00      98.94 f
  aes_top/oneround/sub96/out[5] (SubByte_96)              0.00      98.94 f
  aes_top/oneround/U896/O (AO222)                         0.34      99.28 f
  aes_top/oneround/add/in[5] (AddRoundKey_0)              0.00      99.28 f
  aes_top/oneround/add/U40/O (MAOI1)                      0.24      99.51 f
  aes_top/oneround/add/out[5] (AddRoundKey_0)             0.00      99.51 f
  aes_top/oneround/U497/O (INV1S)                         0.21      99.72 r
  aes_top/oneround/U498/O (MOAI1S)                        0.15      99.87 f
  aes_top/oneround/U499/O (MUX2)                          0.38     100.26 f
  aes_top/oneround/sub96/in[5] (SubByte_96)               0.00     100.26 f
  aes_top/oneround/sub96/s11/in[5] (SubOneByte_0)         0.00     100.26 f
  aes_top/oneround/sub96/s11/U415/O (MUX2)                0.31     100.57 f
  aes_top/oneround/sub96/s11/U3/O (NR2)                   0.46     101.02 r
  aes_top/oneround/sub96/s11/U379/O (AOI22S)              0.09     101.12 f
  aes_top/oneround/sub96/s11/U380/O (ND2S)                0.32     101.44 r
  aes_top/oneround/sub96/s11/m0/in[6] (MultiplyM_0)       0.00     101.44 r
  aes_top/oneround/sub96/s11/m0/U11/O (MOAI1S)            0.23     101.67 r
  aes_top/oneround/sub96/s11/m0/out[6] (MultiplyM_0)      0.00     101.67 r
  aes_top/oneround/sub96/s11/c1/in[6] (AddC_0)            0.00     101.67 r
  aes_top/oneround/sub96/s11/c1/U4/O (INV1S)              0.09     101.75 f
  aes_top/oneround/sub96/s11/c1/out[6] (AddC_0)           0.00     101.75 f
  aes_top/oneround/sub96/s11/U436/O (MUX2)                0.29     102.05 f
  aes_top/oneround/sub96/s11/out[6] (SubOneByte_0)        0.00     102.05 f
  aes_top/oneround/sub96/out[6] (SubByte_96)              0.00     102.05 f
  aes_top/oneround/U898/O (AO222)                         0.34     102.39 f
  aes_top/oneround/add/in[6] (AddRoundKey_0)              0.00     102.39 f
  aes_top/oneround/add/U97/O (MAOI1)                      0.18     102.57 r
  aes_top/oneround/add/out[6] (AddRoundKey_0)             0.00     102.57 r
  aes_top/oneround/U391/O (INV1S)                         0.19     102.76 f
  aes_top/oneround/U394/O (MOAI1S)                        1.24     104.00 r
  aes_top/oneround/mix/in[6] (MixColumn)                  0.00     104.00 r
  aes_top/oneround/mix/U752/O (MOAI1S)                    0.51     104.51 f
  aes_top/oneround/mix/U725/O (MOAI1S)                    0.47     104.98 f
  aes_top/oneround/mix/U555/O (MOAI1S)                    0.67     105.65 r
  aes_top/oneround/mix/U757/O (MOAI1S)                    0.18     105.83 f
  aes_top/oneround/mix/out_inv[7] (MixColumn)             0.00     105.83 f
  aes_top/oneround/U767/O (MOAI1S)                        0.32     106.15 f
  aes_top/oneround/invshift/in[7] (InvShiftRow)           0.00     106.15 f
  aes_top/oneround/invshift/U23/O (BUF1)                  0.18     106.34 f
  aes_top/oneround/invshift/out[39] (InvShiftRow)         0.00     106.34 f
  aes_top/oneround/U502/O (MUX2)                          0.34     106.68 f
  aes_top/oneround/sub96/in[7] (SubByte_96)               0.00     106.68 f
  aes_top/oneround/sub96/s11/in[7] (SubOneByte_0)         0.00     106.68 f
  aes_top/oneround/sub96/s11/U413/O (MUX2)                0.31     106.99 f
  aes_top/oneround/sub96/s11/U414/O (INV1S)               0.19     107.18 r
  aes_top/oneround/sub96/s11/U16/O (NR2)                  0.19     107.37 f
  aes_top/oneround/sub96/s11/U425/O (AOI22S)              0.19     107.55 r
  aes_top/oneround/sub96/s11/U435/O (ND2S)                0.21     107.77 f
  aes_top/oneround/sub96/s11/m0/in[5] (MultiplyM_0)       0.00     107.77 f
  aes_top/oneround/sub96/s11/m0/U2/O (MOAI1S)             0.84     108.61 r
  aes_top/oneround/sub96/s11/m0/U17/O (MOAI1S)            0.14     108.75 f
  aes_top/oneround/sub96/s11/m0/out[7] (MultiplyM_0)      0.00     108.75 f
  aes_top/oneround/sub96/s11/c1/in[7] (AddC_0)            0.00     108.75 f
  aes_top/oneround/sub96/s11/c1/U8/O (BUF1)               0.22     108.97 f
  aes_top/oneround/sub96/s11/c1/out[7] (AddC_0)           0.00     108.97 f
  aes_top/oneround/sub96/s11/U438/O (MUX2)                0.27     109.24 f
  aes_top/oneround/sub96/s11/out[7] (SubOneByte_0)        0.00     109.24 f
  aes_top/oneround/sub96/out[7] (SubByte_96)              0.00     109.24 f
  aes_top/oneround/U899/O (AO222)                         0.34     109.58 f
  aes_top/oneround/add/in[7] (AddRoundKey_0)              0.00     109.58 f
  aes_top/oneround/add/U39/O (MAOI1)                      0.18     109.76 r
  aes_top/oneround/add/out[7] (AddRoundKey_0)             0.00     109.76 r
  aes_top/oneround/U560/O (INV1S)                         0.19     109.95 f
  aes_top/oneround/U20/O (MOAI1S)                         1.11     111.06 r
  aes_top/oneround/mix/in[7] (MixColumn)                  0.00     111.06 r
  aes_top/oneround/mix/U547/O (MOAI1S)                    0.39     111.45 f
  aes_top/oneround/mix/U548/O (MOAI1S)                    0.52     111.98 f
  aes_top/oneround/mix/U790/O (MOAI1S)                    0.39     112.37 f
  aes_top/oneround/mix/U791/O (MOAI1S)                    0.35     112.72 f
  aes_top/oneround/mix/U792/O (MOAI1S)                    0.34     113.06 f
  aes_top/oneround/mix/out_inv[26] (MixColumn)            0.00     113.06 f
  aes_top/oneround/U748/O (MOAI1S)                        0.30     113.36 f
  aes_top/oneround/invshift/in[26] (InvShiftRow)          0.00     113.36 f
  aes_top/oneround/invshift/U19/O (BUF1)                  0.19     113.55 f
  aes_top/oneround/invshift/out[26] (InvShiftRow)         0.00     113.55 f
  aes_top/oneround/U469/O (AO222)                         0.49     114.04 f
  aes_top/oneround/sub32/in[26] (SubByte_32)              0.00     114.04 f
  aes_top/oneround/sub32/s0/in[2] (SubOneByte_15)         0.00     114.04 f
  aes_top/oneround/sub32/s0/m1/in[2] (MultiplyMinv_15)
                                                          0.00     114.04 f
  aes_top/oneround/sub32/s0/m1/U4/O (MOAI1S)              0.59     114.63 r
  aes_top/oneround/sub32/s0/m1/U5/O (MOAI1S)              0.15     114.78 f
  aes_top/oneround/sub32/s0/m1/out[3] (MultiplyMinv_15)
                                                          0.00     114.78 f
  aes_top/oneround/sub32/s0/c0/in[3] (AddCinv_15)         0.00     114.78 f
  aes_top/oneround/sub32/s0/c0/U5/O (BUF1)                0.21     114.99 f
  aes_top/oneround/sub32/s0/c0/out[3] (AddCinv_15)        0.00     114.99 f
  aes_top/oneround/sub32/s0/U7/O (AOI22S)                 0.37     115.36 r
  aes_top/oneround/sub32/s0/U18/O (ND2S)                  0.27     115.63 f
  aes_top/oneround/sub32/s0/U19/O (NR2)                   0.48     116.12 r
  aes_top/oneround/sub32/s0/U54/O (INV1S)                 0.44     116.56 f
  aes_top/oneround/sub32/s0/U187/O (NR2)                  0.51     117.06 r
  aes_top/oneround/sub32/s0/U188/O (INV1S)                0.22     117.29 f
  aes_top/oneround/sub32/s0/U97/O (ND3)                   0.21     117.50 r
  aes_top/oneround/sub32/s0/U367/O (INV1S)                0.13     117.62 f
  aes_top/oneround/sub32/s0/U371/O (AN4B1S)               0.27     117.90 f
  aes_top/oneround/sub32/s0/U372/O (ND3)                  0.11     118.01 r
  aes_top/oneround/sub32/s0/U100/O (AN4B1S)               0.11     118.12 f
  aes_top/oneround/sub32/s0/U79/O (ND3)                   0.12     118.23 r
  aes_top/oneround/sub32/s0/U155/O (AOI22S)               0.11     118.35 f
  aes_top/oneround/sub32/s0/U82/O (ND2S)                  0.29     118.63 r
  aes_top/oneround/sub32/s0/m0/in[7] (MultiplyM_15)       0.00     118.63 r
  aes_top/oneround/sub32/s0/m0/U1/O (MOAI1S)              0.31     118.94 f
  aes_top/oneround/sub32/s0/m0/U7/O (MOAI1S)              0.32     119.26 f
  aes_top/oneround/sub32/s0/m0/out[2] (MultiplyM_15)      0.00     119.26 f
  aes_top/oneround/sub32/s0/c1/in[2] (AddC_15)            0.00     119.26 f
  aes_top/oneround/sub32/s0/c1/U5/O (BUF1)                0.20     119.47 f
  aes_top/oneround/sub32/s0/c1/out[2] (AddC_15)           0.00     119.47 f
  aes_top/oneround/sub32/s0/U393/O (MUX2)                 0.36     119.82 f
  aes_top/oneround/sub32/s0/out[2] (SubOneByte_15)        0.00     119.82 f
  aes_top/oneround/sub32/out[26] (SubByte_32)             0.00     119.82 f
  aes_top/oneround/U926/O (AO222)                         0.37     120.19 f
  aes_top/oneround/add/in[26] (AddRoundKey_0)             0.00     120.19 f
  aes_top/oneround/add/U99/O (MAOI1)                      0.18     120.37 r
  aes_top/oneround/add/out[26] (AddRoundKey_0)            0.00     120.37 r
  aes_top/oneround/U401/O (INV1S)                         0.19     120.56 f
  aes_top/oneround/U17/O (MOAI1S)                         1.46     122.02 r
  aes_top/oneround/mix/in[26] (MixColumn)                 0.00     122.02 r
  aes_top/oneround/mix/U797/O (MOAI1S)                    0.24     122.26 f
  aes_top/oneround/mix/U800/O (MOAI1S)                    0.39     122.66 f
  aes_top/oneround/mix/U802/O (MOAI1S)                    0.34     123.00 f
  aes_top/oneround/mix/U803/O (MOAI1S)                    0.32     123.32 f
  aes_top/oneround/mix/out_inv[28] (MixColumn)            0.00     123.32 f
  aes_top/oneround/U746/O (MOAI1S)                        0.31     123.63 f
  aes_top/oneround/invshift/in[28] (InvShiftRow)          0.00     123.63 f
  aes_top/oneround/invshift/U49/O (BUF1)                  0.19     123.82 f
  aes_top/oneround/invshift/out[28] (InvShiftRow)         0.00     123.82 f
  aes_top/oneround/U471/O (AO222)                         0.50     124.32 f
  aes_top/oneround/sub32/in[28] (SubByte_32)              0.00     124.32 f
  aes_top/oneround/sub32/s0/in[4] (SubOneByte_15)         0.00     124.32 f
  aes_top/oneround/sub32/s0/m1/in[4] (MultiplyMinv_15)
                                                          0.00     124.32 f
  aes_top/oneround/sub32/s0/m1/U1/O (MOAI1S)              0.58     124.90 r
  aes_top/oneround/sub32/s0/m1/U3/O (MOAI1S)              0.16     125.07 f
  aes_top/oneround/sub32/s0/m1/out[2] (MultiplyMinv_15)
                                                          0.00     125.07 f
  aes_top/oneround/sub32/s0/c0/in[2] (AddCinv_15)         0.00     125.07 f
  aes_top/oneround/sub32/s0/c0/U2/O (INV1S)               0.12     125.18 r
  aes_top/oneround/sub32/s0/c0/out[2] (AddCinv_15)        0.00     125.18 r
  aes_top/oneround/sub32/s0/U448/O (MUX2)                 0.28     125.46 r
  aes_top/oneround/sub32/s0/U453/O (INV1S)                0.17     125.63 f
  aes_top/oneround/sub32/s0/U47/O (ND2S)                  0.46     126.09 r
  aes_top/oneround/sub32/s0/U232/O (INV1S)                0.22     126.31 f
  aes_top/oneround/sub32/s0/U233/O (ND2S)                 0.40     126.71 r
  aes_top/oneround/sub32/s0/U234/O (INV1S)                0.17     126.87 f
  aes_top/oneround/sub32/s0/U163/O (NR2)                  0.18     127.05 r
  aes_top/oneround/sub32/s0/U349/O (AN4B1S)               0.35     127.40 r
  aes_top/oneround/sub32/s0/U353/O (AN2)                  0.21     127.61 r
  aes_top/oneround/sub32/s0/U375/O (AN4B1S)               0.23     127.84 r
  aes_top/oneround/sub32/s0/U376/O (ND3)                  0.10     127.94 f
  aes_top/oneround/sub32/s0/U382/O (AOI22S)               0.22     128.16 r
  aes_top/oneround/sub32/s0/U434/O (ND2S)                 0.21     128.38 f
  aes_top/oneround/sub32/s0/m0/in[2] (MultiplyM_15)       0.00     128.38 f
  aes_top/oneround/sub32/s0/m0/U6/O (MOAI1S)              0.85     129.23 r
  aes_top/oneround/sub32/s0/m0/U15/O (MOAI1S)             0.14     129.37 f
  aes_top/oneround/sub32/s0/m0/out[4] (MultiplyM_15)      0.00     129.37 f
  aes_top/oneround/sub32/s0/c1/in[4] (AddC_15)            0.00     129.37 f
  aes_top/oneround/sub32/s0/c1/U7/O (BUF1)                0.22     129.59 f
  aes_top/oneround/sub32/s0/c1/out[4] (AddC_15)           0.00     129.59 f
  aes_top/oneround/sub32/s0/U342/O (MUX2)                 0.36     129.95 f
  aes_top/oneround/sub32/s0/out[4] (SubOneByte_15)        0.00     129.95 f
  aes_top/oneround/sub32/out[28] (SubByte_32)             0.00     129.95 f
  aes_top/oneround/U929/O (AO222)                         0.37     130.31 f
